CMR Processing Modes	CMR-Verarbeitungsmodi
CODEDFONTEXT =*.,*.fnt	CODEDFONTEXT =*.,*.fntZum
For example, the configuration file sets the extensions for page segments to no extension (*.), .psg, and .PSG.	Beispiel legt die Konfigurationsdatei die Erweiterungen für die Seitensegmente auf keine Erweiterung (*.), .psg und .PSG fest.
To use different extensions, you can add other values by separating them with commas.	Wollen Sie andere Erweiterungen verwenden, können Sie andere Werte hinzufügen, indem Sie die Werte durch Kommas trennen.
For example, you can specify that no extension, .psg, .PSG, .300, and .600 should be searched as page segment extensions in that order if you change the page segment line to PageSegExt=*.,*.psg,*.PSG,*.300,*.600.	Sie können beispielsweise angeben, dass nach keiner Erweiterung, .psg, .PSG, .300 und .600 als Page-Segment-Erweiterungen in dieser Reihenfolge gesucht werden soll, indem Sie die Page-Segmentzeile zu PageSegExt=*.,*.psg,*.PSG,*.300,*.600 ändern.
To comment out a line, insert the # character at the beginning of the line.	Um eine Zeile auszukommentieren, fügen Sie das Zeichen # an Anfang der Zeile ein.
If there is no entry in the configuration file for a resource type, the AFP viewer looks for files with these extensions:	Wenn für einen Ressourcentyp kein Eintrag in der Konfigurationsdatei vorhanden ist, sucht die AFP-Anzeigefunktion nach Dateien mit den folgenden Erweiterungen:
.bmp for bitmaps	.bmp für Bitmaps
.jfif for JPEG files	.jfif für JPEG-Dateien
.png for GIF files	.png für GIF-Dateien
.tif for TIFF files	.tif für TIFF-Dateien
No extension for other resource types	Keine Erweiterung für andere Ressourcentypen
Printer driver and line data transformFor most types of resources, the printer driver and the line data transform use the same list of file extensions for each type of resource and they search in the same order.	Druckertreiber und ZeilendatenumwandlungBei den meisten Ressourcentypen benutzen der Druckertreiber und die Zeilendatenumwandlung dieselbe Liste von Dateierweiterungen für die einzelnen Ressourcentypen und suchen auch in derselben Reihenfolge.
However, they use slightly different methods to search for data object resources and for most font resources.	Der Druckertreiber und die Zeilendatenumwandlung benutzen jedoch leicht unterschiedliche Methoden, um Datenobjektressourcen und die meisten Font-Ressourcen zu suchen.
The line data transform uses the same list of extensions for all font-related resources that it works with except TrueType and OpenType fonts.	Die Zeilendatenumwandlung benutzt dieselbe Liste von Erweiterungen für alle Font-Ressourcen, mit denen die Zeilendatenumwandlung arbeitet (außer TrueType- und OpenType-Fonts).
This table lists the file extensions that these components associate with each type of resource and the order in which they apply them.	In der folgenden Tabelle ist aufgeführt, welche Dateierweiterungen diese Komponenten den einzelnen Ressourcentypen zuordnen und in welcher Reihenfolge die Dateierweiterungen angewendet werden.
On Linux and AIX, all file extensions must be in uppercase.	Bei Linux und AIX müssen alle Dateierweiterungen in Großbuchstaben sein.
When you install Color Management Resources (CMRs), data objects, True Type fonts, and Open Type fonts using  AFP Resource Installer, you give each object a name.	Wenn Sie CMRs, Datenobjekte, TrueType-Fonts und OpenType-Fonts mit  AFP Resource Installer installieren, vergeben Sie für jedes Objekt einen Namen.
Print jobs refer to those types of objects using that name.	In Druckjobs wird auf diese Typen von Objekten mit diesem Namen verwiesen.
To find the object,  searches the directories specified in the AFP resource path to find a directory that contains a resource access table (RAT).	Beim Suchen des Objekts durchsucht  die in dem AFP-Ressourcenpfad angegebenen Verzeichnisse, um ein Verzeichnis zu finden, das eine Ressourcenzugriffstabelle enthält.
Then  searches the RAT to find the fully qualified file name and directory location for the resource.	Dann sucht  in der Ressourcenzugriffstabelle den vollständig qualifizierten Dateinamen und die Verzeichnisposition für die Ressource.
If the name is not listed in the RAT,  moves to the next location listed in the AFP resource path.	Ist der Name nicht in der Ressourcenzugriffstabelle aufgeführt, wechselt  zu der nächsten in dem AFP-Ressourcenpfad aufgeführten Position.
File extensions that the printer driver and the line data transform add to resource names, listed by resource type	Von Druckertreiber und Zeilendatenumwandlung zu Ressourcennamen hinzugefügte Dateierweiterungen nach Ressourcentyp
AFP resource type	AFP-Ressourcentyp
File extensions that the printer driver adds	Von Druckertreiber hinzugefügte Dateierweiterungen
File extensions that the line data transform adds	Von der Zeilendatenumwandlung hinzugefügte Dateierweiterungen
BCOCA objects (barcodes)	BCOCA-Objekte (Barcodes)
No file extension	Keine Dateierweiterung
No file extension	Keine Dateierweiterung
Code pages	Codepages
ECP	ECP
No file extension	Keine Dateierweiterung
FONT3820	FONT3820
FONT38PP	FONT38PP
CDP	CDP
FONT300	FONT300
ECP	ECP
No file extension	Keine Dateierweiterung
240	240
300	300
FONT300	FONT300
FONT3820	FONT3820
FONT38PP	FONT38PP
CDP	CDP
CFT	CFT
OLN	OLN
FONTOLN	FONTOLN
FIL	FIL
Coded fonts	Codierte Schriftarten
No file extension	Keine Dateierweiterung
FONT3820	FONT3820
FONT38PP	FONT38PP
CFT	CFT
FONT300	FONT300
No file extension	Keine Dateierweiterung
240	240
300	300
FONT300	FONT300
FONT3820	FONT3820
FONT38PP	FONT38PP
CDP	CDP
CFT	CFT
OLN	OLN
FONTOLN	FONTOLN
FIL	FIL
Color mapping table	Farbzuordnungstabelle
No file extension	Keine Dateierweiterung
SETUP	SETUP
SET	SET
No file extension	Keine Dateierweiterung
SETUP	SETUP
SET	SET
Font character sets, 240-pel resolution	Schriftartzeichensätze, 240-Pel-Auflösung
No file extension	Keine Dateierweiterung
240	240
FONT3820	FONT3820
FONT38PP	FONT38PP
FIL	FIL
No file extension	Keine Dateierweiterung
240	240
300	300
FONT300	FONT300
FONT3820	FONT3820
FONT38PP	FONT38PP
CDP	CDP
CFT	CFT
OLN	OLN
FONTOLN	FONTOLN
FIL	FIL
Font character sets, 300-pel resolution	Schriftartzeichensätze, 300-Pel-Auflösung
300	300
FONT300	FONT300
No file extension	Keine Dateierweiterung
No file extension	Keine Dateierweiterung
240	240
300	300
FONT300	FONT300
FONT3820	FONT3820
FONT38PP	FONT38PP
CDP	CDP
CFT	CFT
OLN	OLN
FONTOLN	FONTOLN
FIL	FIL
Fonts, outline	Vektorisierte Schriftarten (Outline-Fonts)
OLN	OLN
FONTOLN	FONTOLN
No file extension	Keine Dateierweiterung
240	240
300	300
FONT300	FONT300
FONT3820	FONT3820
FONT38PP	FONT38PP
CDP	CDP
CFT	CFT
OLN	OLN
FONTOLN	FONTOLN
FIL	FIL
Form definitions	Formdefs
No file extension	Keine Dateierweiterung
FDEF3820	FDEF3820
FDEF38PP	FDEF38PP
FDE	FDE
FIL	FIL
No file extension	Keine Dateierweiterung
FDEF3820	FDEF3820
FDEF38PP	FDEF38PP
FDE	FDE
FIL	FIL
GOCA objects (graphics)	GOCA-Objekte (Grafiken)
No file extension	Keine Dateierweiterung
No file extension	Keine Dateierweiterung
IOCA objects (IO images)	IOCA-Objekte (IO-Bilder)
No file extension	Keine Dateierweiterung
No file extension	Keine Dateierweiterung
MO:DCA objects	MO:DCA-Objekte
No file extension	Keine Dateierweiterung
OBJ	OBJ
OBJECT	OBJECT
No file extension	Keine Dateierweiterung
OBJ	OBJ
OBJECT	OBJECT
Overlays	Overlays
No file extension	Keine Dateierweiterung
OVLY3820	OVLY3820
OVLY38PP	OVLY38PP
OVL	OVL
OLY	OLY
OVR	ÜB
No file extension	Keine Dateierweiterung
OVLY3820	OVLY3820
OVLY38PP	OVLY38PP
OVL	OVL
OLY	OLY
OVR	ÜB
Page definitions	Pagedefs
Not applicable	Nicht gültig
No file extension	Keine Dateierweiterung
PDEF3820	PDEF3820
PDEF38PP	PDEF38PP
PDE	PDE
Page segments	Page-Segmente
No file extension	Keine Dateierweiterung
PSEG3820	PSEG3820
PSEG38PP	PSEG38PP
PSG	PSG
PSE	PSE
No file extension	Keine Dateierweiterung
PSEG3820	PSEG3820
PSEG38PP	PSEG38PP
PSG	PSG
PSE	PSE
Setup data	Konfigurationsdaten
No file extension	Keine Dateierweiterung
SETUP	SETUP
SET	SET
COMSETUP	COMSETUP
No file extension	Keine Dateierweiterung
SETUP	SETUP
SET	SET
COMSETUP	COMSETUP
Font not found error	Fehler durch nicht gefundenen Font
Font not found error	Fehler durch nicht gefundenen Font
Font not found error	Fehler durch nicht gefundenen Font
If you see a Font not found error in the job log when you try to print, check the IPDS Resolution setting at the printer console and the Font fidelity property of the  printer.	Erscheint beim Drucken im Jobprotokoll ein Fehler, der durch einen nicht gefundenen Font hervorgerufen wird, überprüfen Sie die Einstellung für die IPDS-Auflösung auf der Druckerbedienerkonsole und das Merkmal Font-Genauigkeit des -Druckers.
not found errorfontsIPDS resolutionfont not foundtroubleshooting	Fehler durch nicht gefundenen FontSchriftartenIPDS-AuflösungFehler durch nicht gefundenen FontFehlerbehebung
On a Windows system, if you store data or resources on a mapped network drive, contact Software support for help configuring your system to find and use them.	Wenn Sie Daten oder Ressourcen auf einem zugeordneten Netzlaufwerk speichern, wenden Sie sich an die Softwareunterstützung, um Hilfe bei der Konfiguration Ihres Systems zu erhalten, so dass Sie die Daten oder Ressourcen finden und verwenden können.
Check the C:\aiw\aiw1\trace\mountDrives.log file for messages from mountDrives.bat.	Überprüfen Sie die Datei C:\aiw\aiw1\trace\mountDrives.log auf Meldungen von mountDrives.bat.
For information about mapping network drives on a Windows computer, see the  information center.	Informationen zur Zuordnung von Netzlaufwerken auf einem Windows-Computer finden Sie im  Information Center.
Font not found errors can occur at print time even when a job has printed to another printer successfully.	Fehler durch einen nicht gefundenen Font können auch dann beim Drucken auftreten, wenn ein Job auf einem anderen Drucker erfolgreich gedruckt wurde.
If a  job references one font resolution, but the printer is set to another font resolution and the Font fidelity printer property in  is set to Stop printing, you get an error printed in the job and in the job log.	Wenn in einem -Job auf eine bestimmte Font-Auflösung verwiesen wird, aber der Drucker auf eine andere Font-Auflösung eingestellt ist und das Druckermerkmal Font-Genauigkeit in  auf Drucken stoppen steht, wird im Job und im Jobprotokoll ein Fehler gedruckt.
To fix this error:	Gehen Sie wie folgt vor, um diesen Fehler zu beheben:
Change the IPDS Resolution setting to Automatic at the console of the printer where the error is occurring.	Ändern Sie die Einstellung für die IPDS-Auflösung über die Bedienerkonsole des Druckers, bei dem der Fehler auftritt, in Automatisch.
Change the Font fidelity property of the  printer to Continue printing.	Ändern Sie das Merkmal Font-Genauigkeit des -Druckers in Drucken fortsetzen.
The IPDS Resolution setting now automatically detects the font resolution of the  job.	Die Einstellung IPDS-Auflösung erkennt die Font-Auflösung des -Jobs jetzt automatisch.
If fonts in this resolution cannot be found, the printer substitutes available fonts.	Werden keine Fonts mit dieser Auflösung gefunden, ersetzt der Drucker diese Fonts durch verfügbare Fonts.
Color Spaces and ICC profiles	Farbbereiche und ICC-Profile
Presentation devices, such as computer monitors and printers, create colors differently.	Präsentationseinheiten, z. B. Computermonitore und Drucker, erstellen Farben auf unterschiedliche Art und Weise.
Because of these differences, colors must be described differently for each device.	Aufgrund dieser Unterschiede müssen die Farben für jede Einheit unterschiedlich beschrieben werden.
The different methods of describing colors are called color spaces.	Die verschiedenen Methoden zum Beschreiben von Farben werden als Farbbereiche bezeichnet.
In addition, each device might have one or more International Color Consortium (ICC) profiles associated with it.	Darüber hinaus verfügt jede Einheit möglicherweise über ein oder mehrere zugeordnete ICC-Profile (International Color Consortium).
ICC profiles are used when an image or another object is converted to the color space of a different device.	ICC-Profile werden verwendet, wenn ein Abbild oder anderes Objekt in den Farbbereich einer anderen Einheit konvertiert wird.
Color spacesColor printingICC ProfilesColor printingRGB color spaceCMYK color space	FarbbereicheFarbdruckICC-ProfileFarbdruckRGB-FarbbereichCMYK-Farbbereich
Each device has its own individual color space and range of colors that it can display or print.	Jede Einheit verfügt über einen eigenen individuellen Farbbereich und eine Palette von Farben, die sie anzeigen oder drucken kann.
The color space specifies how color information is represented in an image when it is displayed on a particular device.	Der Farbbereich gibt an, wie Farbinformationen in einem Abbild dargestellt werden, wenn dieses auf einer bestimmten Einheit angezeigt wird.
As the image is passed from one device to the next, the color information about the image is converted from the color space of the source device to the color space of the destination device.	Während der Übergabe des Abbilds von einer Einheit zur nächsten werden die zugehörigen Farbinformationen vom Farbbereich der Quelleinheit in den Farbbereich der Zieleinheit konvertiert.
